,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,zone
100537,Kerala,MALAPPURAM,2004,Whole Year,Coconut,113162.0,900000000.0,South India
100552,Kerala,MALAPPURAM,2005,Whole Year,Coconut,113411.0,863000000.0,South India
100568,Kerala,MALAPPURAM,2006,Whole Year,Coconut,112238.0,859000000.0,South India
100583,Kerala,MALAPPURAM,2007,Whole Year,Coconut,104731.0,832000000.0,South India
100598,Kerala,MALAPPURAM,2008,Whole Year,Coconut,105789.0,952000000.0,South India
100612,Kerala,MALAPPURAM,2009,Whole Year,Coconut,108380.0,1063000000.0,South India
100625,Kerala,MALAPPURAM,2010,Whole Year,Coconut,104178.22,916053000.0,South India
100639,Kerala,MALAPPURAM,2011,Whole Year,Coconut,109229.36,946781000.0,South India
100654,Kerala,MALAPPURAM,2012,Whole Year,Coconut,102417.0,1125000000.0,South India
100679,Kerala,MALAPPURAM,2013,Whole Year,Coconut,105481.0,935000000.0,South India
100698,Kerala,MALAPPURAM,2014,Whole Year,Coconut,103691.0,933000000.0,South India
100710,Kerala,PALAKKAD,1997,Whole Year,Coconut,58268.0,225000.0,South India
100724,Kerala,PALAKKAD,1998,Whole Year,Coconut,45439.0,194000000.0,South India
100744,Kerala,PALAKKAD,1999,Whole Year,Coconut,45857.0,218000000.0,South India
100764,Kerala,PALAKKAD,2000,Whole Year,Coconut,46393.0,252000000.0,South India
100783,Kerala,PALAKKAD,2001,Whole Year,Coconut,50568.0,284000000.0,South India
100809,Kerala,PALAKKAD,2002,Whole Year,Coconut,53207.0,363000000.0,South India
100844,Kerala,PALAKKAD,2003,Whole Year,Coconut,55655.0,380000000.0,South India
100872,Kerala,PALAKKAD,2004,Whole Year,Coconut,55533.0,344000000.0,South India
100891,Kerala,PALAKKAD,2005,Whole Year,Coconut,55437.0,415000000.0,South India
100911,Kerala,PALAKKAD,2006,Whole Year,Coconut,60182.0,420000000.0,South India
100931,Kerala,PALAKKAD,2007,Whole Year,Coconut,60393.0,422000000.0,South India
100951,Kerala,PALAKKAD,2008,Whole Year,Coconut,59076.0,450000000.0,South India
100971,Kerala,PALAKKAD,2009,Whole Year,Coconut,57186.0,417000000.0,South India
100985,Kerala,PALAKKAD,2010,Whole Year,Coconut,57094.11,407624000.0,South India
100999,Kerala,PALAKKAD,2011,Whole Year,Coconut,60528.6,492736000.0,South India
101015,Kerala,PALAKKAD,2012,Whole Year,Coconut,62513.0,461000000.0,South India
101050,Kerala,PALAKKAD,2013,Whole Year,Coconut,61016.0,397000000.0,South India
101080,Kerala,PALAKKAD,2014,Whole Year,Coconut,60687.0,442000000.0,South India
101102,Kerala,PATHANAMTHITTA,1997,Whole Year,Coconut,26032.0,163000.0,South India
101112,Kerala,PATHANAMTHITTA,1998,Whole Year,Coconut,21994.0,118000000.0,South India
101127,Kerala,PATHANAMTHITTA,1999,Whole Year,Coconut,22769.0,131000000.0,South India
101142,Kerala,PATHANAMTHITTA,2000,Whole Year,Coconut,22794.0,126000000.0,South India
101156,Kerala,PATHANAMTHITTA,2001,Whole Year,Coconut,22696.0,124000000.0,South India
101175,Kerala,PATHANAMTHITTA,2002,Whole Year,Coconut,21764.0,122000000.0,South India
101204,Kerala,PATHANAMTHITTA,2003,Whole Year,Coconut,21660.0,121000000.0,South India
101226,Kerala,PATHANAMTHITTA,2004,Whole Year,Coconut,21739.0,114000000.0,South India
101240,Kerala,PATHANAMTHITTA,2005,Whole Year,Coconut,21375.0,119000000.0,South India
101255,Kerala,PATHANAMTHITTA,2006,Whole Year,Coconut,18842.0,109000000.0,South India
101270,Kerala,PATHANAMTHITTA,2007,Whole Year,Coconut,17903.0,107000000.0,South India
101284,Kerala,PATHANAMTHITTA,2008,Whole Year,Coconut,16632.0,111000000.0,South India
101298,Kerala,PATHANAMTHITTA,2009,Whole Year,Coconut,16213.0,114000000.0,South India
101311,Kerala,PATHANAMTHITTA,2010,Whole Year,Coconut,15626.74,112043000.0,South India
101324,Kerala,PATHANAMTHITTA,2011,Whole Year,Coconut,16184.56,137055000.0,South India
101338,Kerala,PATHANAMTHITTA,2012,Whole Year,Coconut,15433.0,110000000.0,South India
101357,Kerala,PATHANAMTHITTA,2013,Whole Year,Coconut,15606.0,98000000.0,South India
101375,Kerala,PATHANAMTHITTA,2014,Whole Year,Coconut,15803.0,92000000.0,South India
101387,Kerala,THIRUVANANTHAPURAM,1997,Whole Year,Coconut,112601.0,592000.0,South India
101396,Kerala,THIRUVANANTHAPURAM,1998,Whole Year,Coconut,91271.0,555000000.0,South India
101410,Kerala,THIRUVANANTHAPURAM,1999,Whole Year,Coconut,91362.0,608000000.0,South India
101425,Kerala,THIRUVANANTHAPURAM,2000,Whole Year,Coconut,88663.0,635000000.0,South India
101440,Kerala,THIRUVANANTHAPURAM,2001,Whole Year,Coconut,88604.0,627000000.0,South India
101459,Kerala,THIRUVANANTHAPURAM,2002,Whole Year,Coconut,87118.0,606000000.0,South India
101486,Kerala,THIRUVANANTHAPURAM,2003,Whole Year,Coconut,85506.0,553000000.0,South India
101507,Kerala,THIRUVANANTHAPURAM,2004,Whole Year,Coconut,84073.0,568000000.0,South India
101520,Kerala,THIRUVANANTHAPURAM,2005,Whole Year,Coconut,84078.0,665000000.0,South India
101534,Kerala,THIRUVANANTHAPURAM,2006,Whole Year,Coconut,77463.0,603000000.0,South India
101550,Kerala,THIRUVANANTHAPURAM,2007,Whole Year,Coconut,72473.0,562000000.0,South India
101563,Kerala,THIRUVANANTHAPURAM,2008,Whole Year,Coconut,71675.0,600000000.0,South India
101576,Kerala,THIRUVANANTHAPURAM,2009,Whole Year,Coconut,71376.0,591000000.0,South India
101588,Kerala,THIRUVANANTHAPURAM,2010,Whole Year,Coconut,69668.44,499402000.0,South India
101600,Kerala,THIRUVANANTHAPURAM,2011,Whole Year,Coconut,71423.51,572372000.0,South India
101614,Kerala,THIRUVANANTHAPURAM,2012,Whole Year,Coconut,70233.0,552000000.0,South India
101635,Kerala,THIRUVANANTHAPURAM,2013,Whole Year,Coconut,71320.0,551000000.0,South India
101653,Kerala,THIRUVANANTHAPURAM,2014,Whole Year,Coconut,73079.0,665000000.0,South India
101666,Kerala,THRISSUR,1997,Whole Year,Coconut,75784.0,482000.0,South India
101675,Kerala,THRISSUR,1998,Whole Year,Coconut,81171.0,534000000.0,South India
101689,Kerala,THRISSUR,1999,Whole Year,Coconut,88307.0,610000000.0,South India
101702,Kerala,THRISSUR,2000,Whole Year,Coconut,89472.0,540000000.0,South India
101716,Kerala,THRISSUR,2001,Whole Year,Coconut,85480.0,545000000.0,South India
101736,Kerala,THRISSUR,2002,Whole Year,Coconut,86068.0,620000000.0,South India
101765,Kerala,THRISSUR,2003,Whole Year,Coconut,87397.0,632000000.0,South India
101787,Kerala,THRISSUR,2004,Whole Year,Coconut,85115.0,709000000.0,South India
101801,Kerala,THRISSUR,2005,Whole Year,Coconut,85366.0,726000000.0,South India
101816,Kerala,THRISSUR,2006,Whole Year,Coconut,84454.0,608000000.0,South India
101829,Kerala,THRISSUR,2007,Whole Year,Coconut,81697.0,575000000.0,South India
101842,Kerala,THRISSUR,2008,Whole Year,Coconut,76753.0,531000000.0,South India
101855,Kerala,THRISSUR,2009,Whole Year,Coconut,77509.0,538000000.0,South India
101869,Kerala,THRISSUR,2010,Whole Year,Coconut,75364.43,493258000.0,South India
101882,Kerala,THRISSUR,2011,Whole Year,Coconut,89676.79,607999000.0,South India
101895,Kerala,THRISSUR,2012,Whole Year,Coconut,86476.0,548000000.0,South India
101917,Kerala,THRISSUR,2013,Whole Year,Coconut,87177.0,618000000.0,South India
101935,Kerala,THRISSUR,2014,Whole Year,Coconut,83221.0,485000000.0,South India
101947,Kerala,WAYANAD,1997,Whole Year,Coconut,5278.0,13000.0,South India
101956,Kerala,WAYANAD,1998,Whole Year,Coconut,9948.0,25000000.0,South India
101969,Kerala,WAYANAD,1999,Whole Year,Coconut,10843.0,27000000.0,South India
101983,Kerala,WAYANAD,2000,Whole Year,Coconut,10995.0,43000000.0,South India
101997,Kerala,WAYANAD,2001,Whole Year,Coconut,11383.0,39000000.0,South India
102019,Kerala,WAYANAD,2002,Whole Year,Coconut,10947.0,51000000.0,South India
102051,Kerala,WAYANAD,2003,Whole Year,Coconut,11098.0,47000000.0,South India
102075,Kerala,WAYANAD,2004,Whole Year,Coconut,11337.0,40000000.0,South India
102090,Kerala,WAYANAD,2005,Whole Year,Coconut,11517.0,38000000.0,South India
102106,Kerala,WAYANAD,2006,Whole Year,Coconut,12034.0,47000000.0,South India
102123,Kerala,WAYANAD,2007,Whole Year,Coconut,12292.0,45000000.0,South India
102139,Kerala,WAYANAD,2008,Whole Year,Coconut,11016.0,38000000.0,South India
102154,Kerala,WAYANAD,2009,Whole Year,Coconut,10200.0,46000000.0,South India
102167,Kerala,WAYANAD,2010,Whole Year,Coconut,10043.34,50745000.0,South India
102180,Kerala,WAYANAD,2011,Whole Year,Coconut,10515.38,48039000.0,South India
102194,Kerala,WAYANAD,2012,Whole Year,Coconut,9995.0,46000000.0,South India
102219,Kerala,WAYANAD,2013,Whole Year,Coconut,11725.0,65000000.0,South India
102238,Kerala,WAYANAD,2014,Whole Year,Coconut,10326.0,59000000.0,South India
141954,Mizoram,AIZAWL,1997,Kharif,Coconut,2.0,5.0,EastIndia
142510,Mizoram,LUNGLEI,1997,Kharif,Coconut,13.0,35.0,EastIndia
160411,Puducherry,KARAIKAL,1999,Whole Year,Coconut,222.0,3663000.0,South India
160428,Puducherry,KARAIKAL,2000,Whole Year,Coconut,223.0,4014000.0,South India
160440,Puducherry,KARAIKAL,2001,Whole Year,Coconut,213.0,2130000.0,South India
160449,Puducherry,KARAIKAL,2002,Whole Year,Coconut,214.0,2675000.0,South India
160460,Puducherry,KARAIKAL,2003,Whole Year,Coconut,208.0,2434000.0,South India
160473,Puducherry,KARAIKAL,2004,Whole Year,Coconut,209.0,2090000.0,South India
160485,Puducherry,KARAIKAL,2005,Whole Year,Coconut,212.0,1272000.0,South India
160511,Puducherry,KARAIKAL,2007,Whole Year,Coconut,207.0,1532000.0,South India
160525,Puducherry,KARAIKAL,2008,Whole Year,Coconut,207.0,1553000.0,South India
160539,Puducherry,KARAIKAL,2009,Whole Year,Coconut,207.0,1532000.0,South India
160553,Puducherry,KARAIKAL,2010,Whole Year,Coconut,205.0,2476000.0,South India
160567,Puducherry,KARAIKAL,2011,Whole Year,Coconut,204.0,1823000.0,South India
160580,Puducherry,KARAIKAL,2012,Whole Year,Coconut,205.0,2481000.0,South India
160593,Puducherry,KARAIKAL,2013,Whole Year,Coconut,205.0,615000.0,South India
160604,Puducherry,KARAIKAL,2014,Whole Year,Coconut,192.0,1843000.0,South India
160616,Puducherry,MAHE,1999,Whole Year,Coconut,490.0,5880000.0,South India
160627,Puducherry,MAHE,2000,Whole Year,Coconut,489.0,4890000.0,South India
160635,Puducherry,MAHE,2001,Whole Year,Coconut,490.0,4410000.0,South India
160640,Puducherry,MAHE,2002,Whole Year,Coconut,490.0,4900000.0,South India
160647,Puducherry,MAHE,2003,Whole Year,Coconut,489.0,4646000.0,South India
160653,Puducherry,MAHE,2004,Whole Year,Coconut,488.0,4392000.0,South India
160656,Puducherry,MAHE,2005,Whole Year,Coconut,487.0,4383000.0,South India
160666,Puducherry,MAHE,2007,Whole Year,Coconut,481.0,4040000.0,South India
160672,Puducherry,MAHE,2008,Whole Year,Coconut,472.0,4012000.0,South India
160679,Puducherry,MAHE,2009,Whole Year,Coconut,472.0,3870000.0,South India
160686,Puducherry,MAHE,2010,Whole Year,Coconut,471.0,4409000.0,South India
160693,Puducherry,MAHE,2011,Whole Year,Coconut,470.0,4442000.0,South India
160717,Puducherry,PONDICHERRY,1999,Whole Year,Coconut,1183.0,15083000.0,South India
160732,Puducherry,PONDICHERRY,2000,Whole Year,Coconut,1203.0,12932000.0,South India
160749,Puducherry,PONDICHERRY,2001,Whole Year,Coconut,1264.0,12514000.0,South India
160762,Puducherry,PONDICHERRY,2002,Whole Year,Coconut,1262.0,13251000.0,South India
160779,Puducherry,PONDICHERRY,2003,Whole Year,Coconut,1248.0,19968000.0,South India
160798,Puducherry,PONDICHERRY,2004,Whole Year,Coconut,1131.0,17813000.0,South India
160815,Puducherry,PONDICHERRY,2005,Whole Year,Coconut,1192.0,19668000.0,South India
160867,Puducherry,PONDICHERRY,2007,Whole Year,Coconut,1179.0,17033000.0,South India
160903,Puducherry,PONDICHERRY,2008,Whole Year,Coconut,1112.0,21406000.0,South India
160941,Puducherry,PONDICHERRY,2009,Whole Year,Coconut,1169.0,22012000.0,South India
160978,Puducherry,PONDICHERRY,2010,Whole Year,Coconut,1167.0,13844000.0,South India
161016,Puducherry,PONDICHERRY,2011,Whole Year,Coconut,1135.0,6753000.0,South India
161058,Puducherry,PONDICHERRY,2012,Whole Year,Coconut,1074.0,12175000.0,South India
161102,Puducherry,PONDICHERRY,2013,Whole Year,Coconut,1047.0,11869000.0,South India
161140,Puducherry,PONDICHERRY,2014,Whole Year,Coconut,1050.0,19950000.0,South India
161152,Puducherry,YANAM,1999,Whole Year,Coconut,319.0,3190000.0,South India
161161,Puducherry,YANAM,2000,Whole Year,Coconut,318.0,2862000.0,South India
161169,Puducherry,YANAM,2001,Whole Year,Coconut,315.0,3150000.0,South India
161176,Puducherry,YANAM,2002,Whole Year,Coconut,313.0,3130000.0,South India
161184,Puducherry,YANAM,2003,Whole Year,Coconut,307.0,3684000.0,South India
161192,Puducherry,YANAM,2004,Whole Year,Coconut,309.0,3708000.0,South India
161201,Puducherry,YANAM,2005,Whole Year,Coconut,303.0,4091000.0,South India
161211,Puducherry,YANAM,2007,Whole Year,Coconut,297.0,4010000.0,South India
161219,Puducherry,YANAM,2008,Whole Year,Coconut,293.0,3750000.0,South India
161227,Puducherry,YANAM,2009,Whole Year,Coconut,290.0,3683000.0,South India
161235,Puducherry,YANAM,2010,Whole Year,Coconut,288.0,3735000.0,South India
161243,Puducherry,YANAM,2011,Whole Year,Coconut,286.0,4295000.0,South India
161252,Puducherry,YANAM,2012,Whole Year,Coconut,285.0,5641000.0,South India
161259,Puducherry,YANAM,2013,Whole Year,Coconut,284.0,4124000.0,South India
161266,Puducherry,YANAM,2014,Whole Year,Coconut,284.0,3408000.0,South India
177697,Tamil Nadu,ARIYALUR,2009,Whole Year,Coconut,336.0,5200.0,South India
177742,Tamil Nadu,ARIYALUR,2011,Whole Year,Coconut,323.0,2600000.0,South India
177791,Tamil Nadu,ARIYALUR,2013,Whole Year,Coconut,331.0,1700000.0,South India
177963,Tamil Nadu,COIMBATORE,2002,Whole Year,Coconut,99250.0,630000.0,South India
178023,Tamil Nadu,COIMBATORE,2003,Whole Year,Coconut,99381.0,690200.0,South India
178074,Tamil Nadu,COIMBATORE,2004,Whole Year,Coconut,100160.0,924200.0,South India
178105,Tamil Nadu,COIMBATORE,2005,Whole Year,Coconut,101541.0,10709.0,South India
178124,Tamil Nadu,COIMBATORE,2006,Whole Year,Coconut,104197.0,14829.0,South India
178156,Tamil Nadu,COIMBATORE,2007,Whole Year,Coconut,107106.0,15978.0,South India
178186,Tamil Nadu,COIMBATORE,2008,Whole Year,Coconut,76902.0,12406000.0,South India
178218,Tamil Nadu,COIMBATORE,2009,Whole Year,Coconut,79532.0,1150800.0,South India
178273,Tamil Nadu,COIMBATORE,2011,Whole Year,Coconut,82704.0,1250800000.0,South India
178331,Tamil Nadu,COIMBATORE,2013,Whole Year,Coconut,84531.0,1212000000.0,South India
178482,Tamil Nadu,CUDDALORE,2002,Whole Year,Coconut,2670.0,35700.0,South India
178528,Tamil Nadu,CUDDALORE,2003,Whole Year,Coconut,2652.0,39100.0,South India
178569,Tamil Nadu,CUDDALORE,2004,Whole Year,Coconut,2743.0,37800.0,South India
178596,Tamil Nadu,CUDDALORE,2005,Whole Year,Coconut,2722.0,332.0,South India
178612,Tamil Nadu,CUDDALORE,2006,Whole Year,Coconut,2529.0,475.0,South India
178638,Tamil Nadu,CUDDALORE,2007,Whole Year,Coconut,2497.0,351.0,South India
178667,Tamil Nadu,CUDDALORE,2008,Whole Year,Coconut,2524.0,505000.0,South India
178695,Tamil Nadu,CUDDALORE,2009,Whole Year,Coconut,2513.0,38300.0,South India
178744,Tamil Nadu,CUDDALORE,2011,Whole Year,Coconut,2343.0,43700000.0,South India
178796,Tamil Nadu,CUDDALORE,2013,Whole Year,Coconut,1881.0,15200000.0,South India
178977,Tamil Nadu,DHARMAPURI,2002,Whole Year,Coconut,20229.0,155900.0,South India
179040,Tamil Nadu,DHARMAPURI,2003,Whole Year,Coconut,21461.0,109900.0,South India
179086,Tamil Nadu,DHARMAPURI,2004,Whole Year,Coconut,9131.0,114800.0,South India
179115,Tamil Nadu,DHARMAPURI,2005,Whole Year,Coconut,9131.0,1686.0,South India
179132,Tamil Nadu,DHARMAPURI,2006,Whole Year,Coconut,9781.0,2096.0,South India
179163,Tamil Nadu,DHARMAPURI,2007,Whole Year,Coconut,8696.0,1651.0,South India
179194,Tamil Nadu,DHARMAPURI,2008,Whole Year,Coconut,7891.0,1400000.0,South India
179224,Tamil Nadu,DHARMAPURI,2009,Whole Year,Coconut,6926.0,149400.0,South India
179277,Tamil Nadu,DHARMAPURI,2011,Whole Year,Coconut,7836.0,124100000.0,South India
179336,Tamil Nadu,DHARMAPURI,2013,Whole Year,Coconut,5472.0,35400000.0,South India
179529,Tamil Nadu,DINDIGUL,2002,Whole Year,Coconut,24277.0,211500.0,South India
179600,Tamil Nadu,DINDIGUL,2003,Whole Year,Coconut,23987.0,97400.0,South India
179655,Tamil Nadu,DINDIGUL,2004,Whole Year,Coconut,24614.0,468200.0,South India
179690,Tamil Nadu,DINDIGUL,2005,Whole Year,Coconut,24798.0,3474.0,South India
179711,Tamil Nadu,DINDIGUL,2006,Whole Year,Coconut,24785.0,4894.0,South India
179745,Tamil Nadu,DINDIGUL,2007,Whole Year,Coconut,25488.0,4268.0,South India
179780,Tamil Nadu,DINDIGUL,2008,Whole Year,Coconut,25708.0,5539000.0,South India
179815,Tamil Nadu,DINDIGUL,2009,Whole Year,Coconut,27113.0,547400.0,South India
179873,Tamil Nadu,DINDIGUL,2011,Whole Year,Coconut,29478.0,574900000.0,South India
179936,Tamil Nadu,DINDIGUL,2013,Whole Year,Coconut,32069.0,160800000.0,South India
180125,Tamil Nadu,ERODE,2002,Whole Year,Coconut,17377.0,161700.0,South India
180187,Tamil Nadu,ERODE,2003,Whole Year,Coconut,17486.0,101900.0,South India
180239,Tamil Nadu,ERODE,2004,Whole Year,Coconut,17603.0,191700.0,South India
180274,Tamil Nadu,ERODE,2005,Whole Year,Coconut,18472.0,3128.0,South India
180295,Tamil Nadu,ERODE,2006,Whole Year,Coconut,18984.0,2373.0,South India
180329,Tamil Nadu,ERODE,2007,Whole Year,Coconut,19447.0,2784.0,South India
180364,Tamil Nadu,ERODE,2008,Whole Year,Coconut,10014.0,3318000.0,South India
180397,Tamil Nadu,ERODE,2009,Whole Year,Coconut,10474.0,145000.0,South India
180451,Tamil Nadu,ERODE,2011,Whole Year,Coconut,11368.0,202100000.0,South India
180508,Tamil Nadu,ERODE,2013,Whole Year,Coconut,13056.0,100600000.0,South India
180635,Tamil Nadu,KANCHIPURAM,2002,Whole Year,Coconut,4564.0,14400.0,South India
180679,Tamil Nadu,KANCHIPURAM,2003,Whole Year,Coconut,4115.0,27600.0,South India
180720,Tamil Nadu,KANCHIPURAM,2004,Whole Year,Coconut,4481.0,28800.0,South India
180746,Tamil Nadu,KANCHIPURAM,2005,Whole Year,Coconut,4633.0,500.0,South India
180758,Tamil Nadu,KANCHIPURAM,2006,Whole Year,Coconut,3482.0,441.0,South India
180785,Tamil Nadu,KANCHIPURAM,2007,Whole Year,Coconut,3519.0,402.0,South India
180811,Tamil Nadu,KANCHIPURAM,2008,Whole Year,Coconut,3207.0,435000.0,South India
180832,Tamil Nadu,KANCHIPURAM,2009,Whole Year,Coconut,3156.0,33700.0,South India
180871,Tamil Nadu,KANCHIPURAM,2011,Whole Year,Coconut,3435.0,25900000.0,South India
180916,Tamil Nadu,KANCHIPURAM,2013,Whole Year,Coconut,3097.0,33900000.0,South India
180993,Tamil Nadu,KANNIYAKUMARI,2002,Whole Year,Coconut,22667.0,338200.0,South India
181030,Tamil Nadu,KANNIYAKUMARI,2003,Whole Year,Coconut,23664.0,186000.0,South India
181057,Tamil Nadu,KANNIYAKUMARI,2004,Whole Year,Coconut,23936.0,361600.0,South India
181074,Tamil Nadu,KANNIYAKUMARI,2005,Whole Year,Coconut,24220.0,4098.0,South India
181083,Tamil Nadu,KANNIYAKUMARI,2006,Whole Year,Coconut,24449.0,2680.0,South India
181098,Tamil Nadu,KANNIYAKUMARI,2007,Whole Year,Coconut,24864.0,2622.0,South India
181113,Tamil Nadu,KANNIYAKUMARI,2008,Whole Year,Coconut,25074.0,3259000.0,South India
181129,Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Coconut,24938.0,389900.0,South India
181151,Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Coconut,24936.0,158400000.0,South India
181173,Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Coconut,23917.0,287100000.0,South India
181314,Tamil Nadu,KARUR,2002,Whole Year,Coconut,4331.0,51400.0,South India
181362,Tamil Nadu,KARUR,2003,Whole Year,Coconut,4487.0,27800.0,South India
181406,Tamil Nadu,KARUR,2004,Whole Year,Coconut,4588.0,56600.0,South India
181433,Tamil Nadu,KARUR,2005,Whole Year,Coconut,4704.0,300.0,South India
181449,Tamil Nadu,KARUR,2006,Whole Year,Coconut,5005.0,541.0,South India
181474,Tamil Nadu,KARUR,2007,Whole Year,Coconut,5177.0,601.0,South India
181502,Tamil Nadu,KARUR,2008,Whole Year,Coconut,5293.0,484000.0,South India
181530,Tamil Nadu,KARUR,2009,Whole Year,Coconut,5730.0,88100.0,South India
181577,Tamil Nadu,KARUR,2011,Whole Year,Coconut,6155.0,54300000.0,South India
181630,Tamil Nadu,KARUR,2013,Whole Year,Coconut,6641.0,29100000.0,South India
181711,Tamil Nadu,KRISHNAGIRI,2004,Whole Year,Coconut,14049.0,144600.0,South India
181745,Tamil Nadu,KRISHNAGIRI,2005,Whole Year,Coconut,15264.0,1581.0,South India
181764,Tamil Nadu,KRISHNAGIRI,2006,Whole Year,Coconut,14977.0,2166.0,South India
181796,Tamil Nadu,KRISHNAGIRI,2007,Whole Year,Coconut,14464.0,2060.0,South India
181828,Tamil Nadu,KRISHNAGIRI,2008,Whole Year,Coconut,14418.0,1717000.0,South India
181861,Tamil Nadu,KRISHNAGIRI,2009,Whole Year,Coconut,14109.0,274900.0,South India
181915,Tamil Nadu,KRISHNAGIRI,2011,Whole Year,Coconut,15550.0,297200000.0,South India
181973,Tamil Nadu,KRISHNAGIRI,2013,Whole Year,Coconut,15781.0,284600000.0,South India
182129,Tamil Nadu,MADURAI,2002,Whole Year,Coconut,10545.0,98100.0,South India
182184,Tamil Nadu,MADURAI,2003,Whole Year,Coconut,10611.0,74000.0,South India
182232,Tamil Nadu,MADURAI,2004,Whole Year,Coconut,8470.0,127000.0,South India
182259,Tamil Nadu,MADURAI,2005,Whole Year,Coconut,10647.0,1258.0,South India
182274,Tamil Nadu,MADURAI,2006,Whole Year,Coconut,10784.0,1899.0,South India
182301,Tamil Nadu,MADURAI,2007,Whole Year,Coconut,10660.0,1675.0,South India
182330,Tamil Nadu,MADURAI,2008,Whole Year,Coconut,10860.0,1941000.0,South India
182359,Tamil Nadu,MADURAI,2009,Whole Year,Coconut,11072.0,155400.0,South India
182410,Tamil Nadu,MADURAI,2011,Whole Year,Coconut,11382.0,177300000.0,South India
182465,Tamil Nadu,MADURAI,2013,Whole Year,Coconut,11305.0,157800000.0,South India
182576,Tamil Nadu,NAGAPATTINAM,2002,Whole Year,Coconut,3660.0,25900.0,South India
182619,Tamil Nadu,NAGAPATTINAM,2003,Whole Year,Coconut,3808.0,38900.0,South India
182652,Tamil Nadu,NAGAPATTINAM,2004,Whole Year,Coconut,3847.0,39900.0,South India
182670,Tamil Nadu,NAGAPATTINAM,2005,Whole Year,Coconut,3850.0,546.0,South India
182681,Tamil Nadu,NAGAPATTINAM,2006,Whole Year,Coconut,4148.0,627.0,South India
182699,Tamil Nadu,NAGAPATTINAM,2007,Whole Year,Coconut,4241.0,604.0,South India
182716,Tamil Nadu,NAGAPATTINAM,2008,Whole Year,Coconut,4176.0,817000.0,South India
182733,Tamil Nadu,NAGAPATTINAM,2009,Whole Year,Coconut,4105.0,94500.0,South India
182761,Tamil Nadu,NAGAPATTINAM,2011,Whole Year,Coconut,4026.0,55400000.0,South India
182790,Tamil Nadu,NAGAPATTINAM,2013,Whole Year,Coconut,3854.0,44600000.0,South India
182958,Tamil Nadu,NAMAKKAL,2002,Whole Year,Coconut,2174.0,21000.0,South India
183012,Tamil Nadu,NAMAKKAL,2003,Whole Year,Coconut,3715.0,36400.0,South India
183058,Tamil Nadu,NAMAKKAL,2004,Whole Year,Coconut,3841.0,44700.0,South India
183089,Tamil Nadu,NAMAKKAL,2005,Whole Year,Coconut,5119.0,832.0,South India
183108,Tamil Nadu,NAMAKKAL,2006,Whole Year,Coconut,5108.0,660.0,South India
183140,Tamil Nadu,NAMAKKAL,2007,Whole Year,Coconut,5434.0,990.0,South India
183170,Tamil Nadu,NAMAKKAL,2008,Whole Year,Coconut,6082.0,940000.0,South India
183200,Tamil Nadu,NAMAKKAL,2009,Whole Year,Coconut,6623.0,109800.0,South India
183254,Tamil Nadu,NAMAKKAL,2011,Whole Year,Coconut,7466.0,113900000.0,South India
183315,Tamil Nadu,NAMAKKAL,2013,Whole Year,Coconut,7793.0,67600000.0,South India
183469,Tamil Nadu,PERAMBALUR,2002,Whole Year,Coconut,882.0,5500.0,South India
183519,Tamil Nadu,PERAMBALUR,2003,Whole Year,Coconut,872.0,9200.0,South India
183563,Tamil Nadu,PERAMBALUR,2004,Whole Year,Coconut,885.0,9200.0,South India
183591,Tamil Nadu,PERAMBALUR,2005,Whole Year,Coconut,848.0,63.0,South India
183607,Tamil Nadu,PERAMBALUR,2006,Whole Year,Coconut,892.0,49.0,South India
183634,Tamil Nadu,PERAMBALUR,2007,Whole Year,Coconut,926.0,47.0,South India
183662,Tamil Nadu,PERAMBALUR,2008,Whole Year,Coconut,569.0,73000.0,South India
183690,Tamil Nadu,PERAMBALUR,2009,Whole Year,Coconut,564.0,9800.0,South India
