,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,zone
16290,Assam,DHUBRI,2006,Whole Year,Coconut,415.0,3316000.0,EastIndia
16322,Assam,DHUBRI,2007,Whole Year,Coconut,372.0,4470000.0,EastIndia
16354,Assam,DHUBRI,2008,Whole Year,Coconut,287.0,3135000.0,EastIndia
16387,Assam,DHUBRI,2009,Whole Year,Coconut,330.0,4919000.0,EastIndia
16420,Assam,DHUBRI,2010,Whole Year,Coconut,330.0,4919000.0,EastIndia
16459,Assam,DHUBRI,2011,Whole Year,Coconut,368.0,5634.0,EastIndia
16494,Assam,DHUBRI,2012,Whole Year,Coconut,364.0,3092.0,EastIndia
16530,Assam,DHUBRI,2013,Whole Year,Coconut,364.0,3827.0,EastIndia
16585,Assam,DIBRUGARH,1997,Whole Year,Coconut,65.0,261.0,EastIndia
16613,Assam,DIBRUGARH,1998,Whole Year,Coconut,163.0,213000.0,EastIndia
16640,Assam,DIBRUGARH,1999,Whole Year,Coconut,163.0,1320000.0,EastIndia
16667,Assam,DIBRUGARH,2000,Whole Year,Coconut,170.0,561000.0,EastIndia
16698,Assam,DIBRUGARH,2001,Whole Year,Coconut,170.0,886000.0,EastIndia
16729,Assam,DIBRUGARH,2002,Whole Year,Coconut,172.0,821000.0,EastIndia
16763,Assam,DIBRUGARH,2003,Whole Year,Coconut,180.0,571000.0,EastIndia
16793,Assam,DIBRUGARH,2004,Whole Year,Coconut,48.0,78000.0,EastIndia
16852,Assam,DIBRUGARH,2006,Whole Year,Coconut,37.0,148000.0,EastIndia
16880,Assam,DIBRUGARH,2007,Whole Year,Coconut,37.0,79000.0,EastIndia
16909,Assam,DIBRUGARH,2008,Whole Year,Coconut,30.0,50000.0,EastIndia
16938,Assam,DIBRUGARH,2009,Whole Year,Coconut,51.0,111000.0,EastIndia
16968,Assam,DIBRUGARH,2010,Whole Year,Coconut,51.0,111000.0,EastIndia
17005,Assam,DIBRUGARH,2011,Whole Year,Coconut,65.0,38.0,EastIndia
17039,Assam,DIBRUGARH,2012,Whole Year,Coconut,80.0,255.0,EastIndia
17071,Assam,DIBRUGARH,2013,Whole Year,Coconut,85.0,330.0,EastIndia
17125,Assam,DIMA HASAO,1997,Whole Year,Coconut,40.0,259.0,EastIndia
17151,Assam,DIMA HASAO,1998,Whole Year,Coconut,40.0,305000.0,EastIndia
17179,Assam,DIMA HASAO,1999,Whole Year,Coconut,50.0,369000.0,EastIndia
17207,Assam,DIMA HASAO,2000,Whole Year,Coconut,44.0,287000.0,EastIndia
17239,Assam,DIMA HASAO,2001,Whole Year,Coconut,40.0,309000.0,EastIndia
17271,Assam,DIMA HASAO,2002,Whole Year,Coconut,43.0,327000.0,EastIndia
17306,Assam,DIMA HASAO,2003,Whole Year,Coconut,46.0,334000.0,EastIndia
17337,Assam,DIMA HASAO,2004,Whole Year,Coconut,45.0,483000.0,EastIndia
17399,Assam,DIMA HASAO,2006,Whole Year,Coconut,68.0,68000.0,EastIndia
17432,Assam,DIMA HASAO,2007,Whole Year,Coconut,63.0,112000.0,EastIndia
17465,Assam,DIMA HASAO,2008,Whole Year,Coconut,106.0,389000.0,EastIndia
17499,Assam,DIMA HASAO,2009,Whole Year,Coconut,91.0,199000.0,EastIndia
17533,Assam,DIMA HASAO,2010,Whole Year,Coconut,91.0,199000.0,EastIndia
17574,Assam,DIMA HASAO,2011,Whole Year,Coconut,93.0,114.0,EastIndia
17610,Assam,DIMA HASAO,2012,Whole Year,Coconut,93.0,46.0,EastIndia
17645,Assam,DIMA HASAO,2013,Whole Year,Coconut,164.0,599.0,EastIndia
17699,Assam,GOALPARA,1997,Whole Year,Coconut,589.0,2480.0,EastIndia
17727,Assam,GOALPARA,1998,Whole Year,Coconut,590.0,3362000.0,EastIndia
17755,Assam,GOALPARA,1999,Whole Year,Coconut,590.0,3355000.0,EastIndia
17782,Assam,GOALPARA,2000,Whole Year,Coconut,590.0,4627000.0,EastIndia
17814,Assam,GOALPARA,2001,Whole Year,Coconut,601.0,7955000.0,EastIndia
17846,Assam,GOALPARA,2002,Whole Year,Coconut,608.0,6378000.0,EastIndia
17881,Assam,GOALPARA,2003,Whole Year,Coconut,610.0,5685000.0,EastIndia
17913,Assam,GOALPARA,2004,Whole Year,Coconut,625.0,5742000.0,EastIndia
17975,Assam,GOALPARA,2006,Whole Year,Coconut,325.0,2859000.0,EastIndia
18008,Assam,GOALPARA,2007,Whole Year,Coconut,355.0,4303000.0,EastIndia
18042,Assam,GOALPARA,2008,Whole Year,Coconut,330.0,3177000.0,EastIndia
18076,Assam,GOALPARA,2009,Whole Year,Coconut,350.0,3166000.0,EastIndia
18110,Assam,GOALPARA,2010,Whole Year,Coconut,350.0,3166000.0,EastIndia
18153,Assam,GOALPARA,2011,Whole Year,Coconut,400.0,3147.0,EastIndia
18191,Assam,GOALPARA,2012,Whole Year,Coconut,430.0,2294.0,EastIndia
18230,Assam,GOALPARA,2013,Whole Year,Coconut,575.0,4758.0,EastIndia
18289,Assam,GOLAGHAT,1997,Whole Year,Coconut,545.0,3056.0,EastIndia
18317,Assam,GOLAGHAT,1998,Whole Year,Coconut,557.0,5041000.0,EastIndia
18345,Assam,GOLAGHAT,1999,Whole Year,Coconut,555.0,5849000.0,EastIndia
18373,Assam,GOLAGHAT,2000,Whole Year,Coconut,561.0,5185000.0,EastIndia
18405,Assam,GOLAGHAT,2001,Whole Year,Coconut,560.0,5109000.0,EastIndia
18437,Assam,GOLAGHAT,2002,Whole Year,Coconut,566.0,8169000.0,EastIndia
18472,Assam,GOLAGHAT,2003,Whole Year,Coconut,651.0,11006000.0,EastIndia
18503,Assam,GOLAGHAT,2004,Whole Year,Coconut,658.0,16062000.0,EastIndia
18565,Assam,GOLAGHAT,2006,Whole Year,Coconut,612.0,13555000.0,EastIndia
18598,Assam,GOLAGHAT,2007,Whole Year,Coconut,639.0,14029000.0,EastIndia
18632,Assam,GOLAGHAT,2008,Whole Year,Coconut,1057.0,22284000.0,EastIndia
18665,Assam,GOLAGHAT,2009,Whole Year,Coconut,1065.0,16598000.0,EastIndia
18697,Assam,GOLAGHAT,2010,Whole Year,Coconut,1065.0,16598000.0,EastIndia
18738,Assam,GOLAGHAT,2011,Whole Year,Coconut,1030.0,17737.0,EastIndia
18775,Assam,GOLAGHAT,2012,Whole Year,Coconut,1040.0,19075.0,EastIndia
18812,Assam,GOLAGHAT,2013,Whole Year,Coconut,1053.0,11878.0,EastIndia
18867,Assam,HAILAKANDI,1997,Whole Year,Coconut,115.0,89.0,EastIndia
18892,Assam,HAILAKANDI,1998,Whole Year,Coconut,105.0,614000.0,EastIndia
18917,Assam,HAILAKANDI,1999,Whole Year,Coconut,150.0,290000.0,EastIndia
18943,Assam,HAILAKANDI,2000,Whole Year,Coconut,175.0,114000.0,EastIndia
18972,Assam,HAILAKANDI,2001,Whole Year,Coconut,178.0,740000.0,EastIndia
19001,Assam,HAILAKANDI,2002,Whole Year,Coconut,190.0,419000.0,EastIndia
19033,Assam,HAILAKANDI,2003,Whole Year,Coconut,200.0,487000.0,EastIndia
19062,Assam,HAILAKANDI,2004,Whole Year,Coconut,220.0,768000.0,EastIndia
19118,Assam,HAILAKANDI,2006,Whole Year,Coconut,265.0,641000.0,EastIndia
19149,Assam,HAILAKANDI,2007,Whole Year,Coconut,280.0,1288000.0,EastIndia
19179,Assam,HAILAKANDI,2008,Whole Year,Coconut,282.0,899000.0,EastIndia
19212,Assam,HAILAKANDI,2009,Whole Year,Coconut,280.0,1536000.0,EastIndia
19244,Assam,HAILAKANDI,2010,Whole Year,Coconut,280.0,1536000.0,EastIndia
19280,Assam,HAILAKANDI,2011,Whole Year,Coconut,315.0,689.0,EastIndia
19313,Assam,HAILAKANDI,2012,Whole Year,Coconut,325.0,1762.0,EastIndia
19348,Assam,HAILAKANDI,2013,Whole Year,Coconut,269.0,631.0,EastIndia
19402,Assam,JORHAT,1997,Whole Year,Coconut,415.0,1446.0,EastIndia
19427,Assam,JORHAT,1998,Whole Year,Coconut,605.0,2212000.0,EastIndia
19452,Assam,JORHAT,1999,Whole Year,Coconut,610.0,4138000.0,EastIndia
19477,Assam,JORHAT,2000,Whole Year,Coconut,608.0,7087000.0,EastIndia
19506,Assam,JORHAT,2001,Whole Year,Coconut,548.0,6034000.0,EastIndia
19536,Assam,JORHAT,2002,Whole Year,Coconut,600.0,5894000.0,EastIndia
19569,Assam,JORHAT,2003,Whole Year,Coconut,606.0,3414000.0,EastIndia
19597,Assam,JORHAT,2004,Whole Year,Coconut,607.0,2662000.0,EastIndia
19654,Assam,JORHAT,2006,Whole Year,Coconut,569.0,2257000.0,EastIndia
19684,Assam,JORHAT,2007,Whole Year,Coconut,345.0,3122000.0,EastIndia
19717,Assam,JORHAT,2008,Whole Year,Coconut,345.0,1425000.0,EastIndia
19750,Assam,JORHAT,2009,Whole Year,Coconut,317.0,3089000.0,EastIndia
19783,Assam,JORHAT,2010,Whole Year,Coconut,317.0,3089000.0,EastIndia
19823,Assam,JORHAT,2011,Whole Year,Coconut,407.0,6525.0,EastIndia
19860,Assam,JORHAT,2012,Whole Year,Coconut,404.0,4278.0,EastIndia
19898,Assam,JORHAT,2013,Whole Year,Coconut,474.0,3098.0,EastIndia
19955,Assam,KAMRUP,1997,Whole Year,Coconut,1866.0,12892.0,EastIndia
19984,Assam,KAMRUP,1998,Whole Year,Coconut,1875.0,18578000.0,EastIndia
20012,Assam,KAMRUP,1999,Whole Year,Coconut,1973.0,14462000.0,EastIndia
20040,Assam,KAMRUP,2000,Whole Year,Coconut,2072.0,15504000.0,EastIndia
20072,Assam,KAMRUP,2001,Whole Year,Coconut,2091.0,23123000.0,EastIndia
20104,Assam,KAMRUP,2002,Whole Year,Coconut,2101.0,22559000.0,EastIndia
20139,Assam,KAMRUP,2003,Whole Year,Coconut,2343.0,19029000.0,EastIndia
20171,Assam,KAMRUP,2004,Whole Year,Coconut,2026.0,57405000.0,EastIndia
20233,Assam,KAMRUP,2006,Whole Year,Coconut,1479.0,13771000.0,EastIndia
20266,Assam,KAMRUP,2007,Whole Year,Coconut,1466.0,13951000.0,EastIndia
20300,Assam,KAMRUP,2008,Whole Year,Coconut,1534.0,22786000.0,EastIndia
20334,Assam,KAMRUP,2009,Whole Year,Coconut,1548.0,7273000.0,EastIndia
20368,Assam,KAMRUP,2010,Whole Year,Coconut,1548.0,7273000.0,EastIndia
20411,Assam,KAMRUP,2011,Whole Year,Coconut,1430.0,8496.0,EastIndia
20449,Assam,KAMRUP,2012,Whole Year,Coconut,1435.0,7425.0,EastIndia
20488,Assam,KAMRUP,2013,Whole Year,Coconut,1253.0,12547.0,EastIndia
20582,Assam,KAMRUP METRO,2006,Whole Year,Coconut,196.0,1800000.0,EastIndia
20615,Assam,KAMRUP METRO,2007,Whole Year,Coconut,198.0,1882000.0,EastIndia
20649,Assam,KAMRUP METRO,2008,Whole Year,Coconut,201.0,2975000.0,EastIndia
20683,Assam,KAMRUP METRO,2009,Whole Year,Coconut,251.0,1166000.0,EastIndia
20717,Assam,KAMRUP METRO,2010,Whole Year,Coconut,251.0,1166000.0,EastIndia
20760,Assam,KAMRUP METRO,2011,Whole Year,Coconut,208.0,1314.0,EastIndia
20798,Assam,KAMRUP METRO,2012,Whole Year,Coconut,210.0,1630.0,EastIndia
20837,Assam,KAMRUP METRO,2013,Whole Year,Coconut,210.0,1727.0,EastIndia
20896,Assam,KARBI ANGLONG,1997,Whole Year,Coconut,370.0,1672.0,EastIndia
20924,Assam,KARBI ANGLONG,1998,Whole Year,Coconut,370.0,1603000.0,EastIndia
20952,Assam,KARBI ANGLONG,1999,Whole Year,Coconut,122.0,600000.0,EastIndia
20980,Assam,KARBI ANGLONG,2000,Whole Year,Coconut,391.0,1440000.0,EastIndia
21012,Assam,KARBI ANGLONG,2001,Whole Year,Coconut,396.0,3038000.0,EastIndia
21044,Assam,KARBI ANGLONG,2002,Whole Year,Coconut,402.0,1921000.0,EastIndia
21078,Assam,KARBI ANGLONG,2003,Whole Year,Coconut,408.0,1595000.0,EastIndia
21109,Assam,KARBI ANGLONG,2004,Whole Year,Coconut,416.0,3830000.0,EastIndia
21170,Assam,KARBI ANGLONG,2006,Whole Year,Coconut,394.0,2057000.0,EastIndia
21202,Assam,KARBI ANGLONG,2007,Whole Year,Coconut,385.0,2713000.0,EastIndia
21236,Assam,KARBI ANGLONG,2008,Whole Year,Coconut,435.0,1366000.0,EastIndia
21270,Assam,KARBI ANGLONG,2009,Whole Year,Coconut,451.0,2850000.0,EastIndia
21304,Assam,KARBI ANGLONG,2010,Whole Year,Coconut,451.0,2850000.0,EastIndia
21347,Assam,KARBI ANGLONG,2011,Whole Year,Coconut,474.0,2472.0,EastIndia
21385,Assam,KARBI ANGLONG,2012,Whole Year,Coconut,466.0,2653.0,EastIndia
21424,Assam,KARBI ANGLONG,2013,Whole Year,Coconut,499.0,676.0,EastIndia
21480,Assam,KARIMGANJ,1997,Whole Year,Coconut,432.0,1038.0,EastIndia
21503,Assam,KARIMGANJ,1998,Whole Year,Coconut,450.0,897000.0,EastIndia
21528,Assam,KARIMGANJ,1999,Whole Year,Coconut,465.0,3136000.0,EastIndia
21551,Assam,KARIMGANJ,2000,Whole Year,Coconut,470.0,1262000.0,EastIndia
21578,Assam,KARIMGANJ,2001,Whole Year,Coconut,472.0,1489000.0,EastIndia
21604,Assam,KARIMGANJ,2002,Whole Year,Coconut,474.0,2682000.0,EastIndia
21633,Assam,KARIMGANJ,2003,Whole Year,Coconut,480.0,1032000.0,EastIndia
21661,Assam,KARIMGANJ,2004,Whole Year,Coconut,480.0,1421000.0,EastIndia
21713,Assam,KARIMGANJ,2006,Whole Year,Coconut,680.0,1519000.0,EastIndia
21740,Assam,KARIMGANJ,2007,Whole Year,Coconut,699.0,766000.0,EastIndia
21769,Assam,KARIMGANJ,2008,Whole Year,Coconut,325.0,1276000.0,EastIndia
21799,Assam,KARIMGANJ,2009,Whole Year,Coconut,687.0,9816000.0,EastIndia
21831,Assam,KARIMGANJ,2010,Whole Year,Coconut,687.0,9816000.0,EastIndia
21869,Assam,KARIMGANJ,2011,Whole Year,Coconut,711.0,1469.0,EastIndia
21905,Assam,KARIMGANJ,2012,Whole Year,Coconut,717.0,2185.0,EastIndia
21941,Assam,KARIMGANJ,2013,Whole Year,Coconut,723.0,2429.0,EastIndia
21998,Assam,KOKRAJHAR,1997,Whole Year,Coconut,260.0,1048.0,EastIndia
22026,Assam,KOKRAJHAR,1998,Whole Year,Coconut,295.0,1820000.0,EastIndia
22054,Assam,KOKRAJHAR,1999,Whole Year,Coconut,285.0,655000.0,EastIndia
22082,Assam,KOKRAJHAR,2000,Whole Year,Coconut,315.0,1732000.0,EastIndia
22114,Assam,KOKRAJHAR,2001,Whole Year,Coconut,325.0,1722000.0,EastIndia
22146,Assam,KOKRAJHAR,2002,Whole Year,Coconut,330.0,1672000.0,EastIndia
22181,Assam,KOKRAJHAR,2003,Whole Year,Coconut,335.0,1976000.0,EastIndia
22213,Assam,KOKRAJHAR,2004,Whole Year,Coconut,344.0,2436000.0,EastIndia
22275,Assam,KOKRAJHAR,2006,Whole Year,Coconut,401.0,2653000.0,EastIndia
22308,Assam,KOKRAJHAR,2007,Whole Year,Coconut,380.0,3453000.0,EastIndia
22342,Assam,KOKRAJHAR,2008,Whole Year,Coconut,383.0,2468000.0,EastIndia
22376,Assam,KOKRAJHAR,2009,Whole Year,Coconut,380.0,4104000.0,EastIndia
22410,Assam,KOKRAJHAR,2010,Whole Year,Coconut,380.0,4104000.0,EastIndia
22453,Assam,KOKRAJHAR,2011,Whole Year,Coconut,400.0,3118.0,EastIndia
22491,Assam,KOKRAJHAR,2012,Whole Year,Coconut,385.0,1666.0,EastIndia
22530,Assam,KOKRAJHAR,2013,Whole Year,Coconut,414.0,2513.0,EastIndia
22590,Assam,LAKHIMPUR,1997,Whole Year,Coconut,154.0,2072.0,EastIndia
22617,Assam,LAKHIMPUR,1998,Whole Year,Coconut,167.0,937000.0,EastIndia
22645,Assam,LAKHIMPUR,1999,Whole Year,Coconut,181.0,281000.0,EastIndia
22673,Assam,LAKHIMPUR,2000,Whole Year,Coconut,187.0,1663000.0,EastIndia
22705,Assam,LAKHIMPUR,2001,Whole Year,Coconut,192.0,5044000.0,EastIndia
22737,Assam,LAKHIMPUR,2002,Whole Year,Coconut,200.0,1800000.0,EastIndia
22772,Assam,LAKHIMPUR,2003,Whole Year,Coconut,229.0,2697000.0,EastIndia
22803,Assam,LAKHIMPUR,2004,Whole Year,Coconut,229.0,2062000.0,EastIndia
22865,Assam,LAKHIMPUR,2006,Whole Year,Coconut,312.0,2228000.0,EastIndia
22898,Assam,LAKHIMPUR,2007,Whole Year,Coconut,293.0,1495000.0,EastIndia
22932,Assam,LAKHIMPUR,2008,Whole Year,Coconut,288.0,3006000.0,EastIndia
22966,Assam,LAKHIMPUR,2009,Whole Year,Coconut,298.0,2440000.0,EastIndia
23000,Assam,LAKHIMPUR,2010,Whole Year,Coconut,298.0,2440000.0,EastIndia
23043,Assam,LAKHIMPUR,2011,Whole Year,Coconut,278.0,2417.0,EastIndia
23081,Assam,LAKHIMPUR,2012,Whole Year,Coconut,292.0,1641.0,EastIndia
23120,Assam,LAKHIMPUR,2013,Whole Year,Coconut,292.0,995.0,EastIndia
23180,Assam,MARIGAON,1997,Whole Year,Coconut,1330.0,15948.0,EastIndia
23209,Assam,MARIGAON,1998,Whole Year,Coconut,1360.0,9382000.0,EastIndia
23237,Assam,MARIGAON,1999,Whole Year,Coconut,1300.0,6070000.0,EastIndia
23265,Assam,MARIGAON,2000,Whole Year,Coconut,1300.0,7307000.0,EastIndia
23297,Assam,MARIGAON,2001,Whole Year,Coconut,1310.0,7514000.0,EastIndia
23329,Assam,MARIGAON,2002,Whole Year,Coconut,1310.0,9199000.0,EastIndia
23364,Assam,MARIGAON,2003,Whole Year,Coconut,1300.0,9085000.0,EastIndia
23396,Assam,MARIGAON,2004,Whole Year,Coconut,1310.0,8132000.0,EastIndia
23458,Assam,MARIGAON,2006,Whole Year,Coconut,1225.0,9437000.0,EastIndia
23491,Assam,MARIGAON,2007,Whole Year,Coconut,1005.0,6710000.0,EastIndia
23525,Assam,MARIGAON,2008,Whole Year,Coconut,1428.0,10239000.0,EastIndia
23559,Assam,MARIGAON,2009,Whole Year,Coconut,1400.0,7988000.0,EastIndia
23593,Assam,MARIGAON,2010,Whole Year,Coconut,1400.0,7988000.0,EastIndia
23635,Assam,MARIGAON,2011,Whole Year,Coconut,810.0,7609.0,EastIndia
23673,Assam,MARIGAON,2012,Whole Year,Coconut,935.0,9230.0,EastIndia
23712,Assam,MARIGAON,2013,Whole Year,Coconut,750.0,5130.0,EastIndia
23771,Assam,NAGAON,1997,Whole Year,Coconut,4953.0,42061.0,EastIndia
23799,Assam,NAGAON,1998,Whole Year,Coconut,5023.0,49772000.0,EastIndia
23827,Assam,NAGAON,1999,Whole Year,Coconut,5035.0,60719000.0,EastIndia
23855,Assam,NAGAON,2000,Whole Year,Coconut,5036.0,39771000.0,EastIndia
23887,Assam,NAGAON,2001,Whole Year,Coconut,5036.0,41786000.0,EastIndia
23919,Assam,NAGAON,2002,Whole Year,Coconut,5062.0,52993000.0,EastIndia
23954,Assam,NAGAON,2003,Whole Year,Coconut,5050.0,43216000.0,EastIndia
23986,Assam,NAGAON,2004,Whole Year,Coconut,3224.0,39277000.0,EastIndia
24048,Assam,NAGAON,2006,Whole Year,Coconut,3195.0,35328000.0,EastIndia
24081,Assam,NAGAON,2007,Whole Year,Coconut,3222.0,27760000.0,EastIndia
24115,Assam,NAGAON,2008,Whole Year,Coconut,3223.0,34655000.0,EastIndia
24149,Assam,NAGAON,2009,Whole Year,Coconut,3242.0,37901000.0,EastIndia
24183,Assam,NAGAON,2010,Whole Year,Coconut,3242.0,37901000.0,EastIndia
24226,Assam,NAGAON,2011,Whole Year,Coconut,3323.0,23547.0,EastIndia
24264,Assam,NAGAON,2012,Whole Year,Coconut,3156.0,19952.0,EastIndia
24303,Assam,NAGAON,2013,Whole Year,Coconut,3345.0,15117.0,EastIndia
24362,Assam,NALBARI,1997,Whole Year,Coconut,2000.0,9214.0,EastIndia
24390,Assam,NALBARI,1998,Whole Year,Coconut,2002.0,12167000.0,EastIndia
24418,Assam,NALBARI,1999,Whole Year,Coconut,2002.0,12462000.0,EastIndia
24446,Assam,NALBARI,2000,Whole Year,Coconut,2200.0,12752000.0,EastIndia
24478,Assam,NALBARI,2001,Whole Year,Coconut,2200.0,14836000.0,EastIndia
24510,Assam,NALBARI,2002,Whole Year,Coconut,2110.0,8101000.0,EastIndia
24545,Assam,NALBARI,2003,Whole Year,Coconut,2050.0,11673000.0,EastIndia
24577,Assam,NALBARI,2004,Whole Year,Coconut,2045.0,18031000.0,EastIndia
24639,Assam,NALBARI,2006,Whole Year,Coconut,1340.0,6840000.0,EastIndia
24672,Assam,NALBARI,2007,Whole Year,Coconut,1350.0,7150000.0,EastIndia
24706,Assam,NALBARI,2008,Whole Year,Coconut,1380.0,10547000.0,EastIndia
24740,Assam,NALBARI,2009,Whole Year,Coconut,1390.0,8049000.0,EastIndia
24774,Assam,NALBARI,2010,Whole Year,Coconut,1390.0,8049000.0,EastIndia
24817,Assam,NALBARI,2011,Whole Year,Coconut,1390.0,7818.0,EastIndia
24855,Assam,NALBARI,2012,Whole Year,Coconut,1390.0,10397.0,EastIndia
24894,Assam,NALBARI,2013,Whole Year,Coconut,1380.0,9945.0,EastIndia
24953,Assam,SIVASAGAR,1997,Whole Year,Coconut,567.0,3149.0,EastIndia
24979,Assam,SIVASAGAR,1998,Whole Year,Coconut,565.0,4186000.0,EastIndia
25006,Assam,SIVASAGAR,1999,Whole Year,Coconut,566.0,2372000.0,EastIndia
25033,Assam,SIVASAGAR,2000,Whole Year,Coconut,575.0,3693000.0,EastIndia
25064,Assam,SIVASAGAR,2001,Whole Year,Coconut,579.0,5039000.0,EastIndia
25095,Assam,SIVASAGAR,2002,Whole Year,Coconut,597.0,4578000.0,EastIndia
25129,Assam,SIVASAGAR,2003,Whole Year,Coconut,581.0,3786000.0,EastIndia
25159,Assam,SIVASAGAR,2004,Whole Year,Coconut,546.0,4373000.0,EastIndia
25219,Assam,SIVASAGAR,2006,Whole Year,Coconut,558.0,4233000.0,EastIndia
25251,Assam,SIVASAGAR,2007,Whole Year,Coconut,506.0,5598000.0,EastIndia
25282,Assam,SIVASAGAR,2008,Whole Year,Coconut,493.0,4225000.0,EastIndia
25313,Assam,SIVASAGAR,2009,Whole Year,Coconut,481.0,5036000.0,EastIndia
25345,Assam,SIVASAGAR,2010,Whole Year,Coconut,481.0,5036000.0,EastIndia
25386,Assam,SIVASAGAR,2011,Whole Year,Coconut,532.0,2778.0,EastIndia
25422,Assam,SIVASAGAR,2012,Whole Year,Coconut,521.0,3154.0,EastIndia
25460,Assam,SIVASAGAR,2013,Whole Year,Coconut,489.0,1685.0,EastIndia
25517,Assam,SONITPUR,1997,Whole Year,Coconut,1243.0,8118.0,EastIndia
25544,Assam,SONITPUR,1998,Whole Year,Coconut,1255.0,11966000.0,EastIndia
25572,Assam,SONITPUR,1999,Whole Year,Coconut,1266.0,10486000.0,EastIndia
25600,Assam,SONITPUR,2000,Whole Year,Coconut,1301.0,9493000.0,EastIndia
25632,Assam,SONITPUR,2001,Whole Year,Coconut,1303.0,12864000.0,EastIndia
25664,Assam,SONITPUR,2002,Whole Year,Coconut,1307.0,14242000.0,EastIndia
25699,Assam,SONITPUR,2003,Whole Year,Coconut,1319.0,12879000.0,EastIndia
25731,Assam,SONITPUR,2004,Whole Year,Coconut,1325.0,15452000.0,EastIndia
25793,Assam,SONITPUR,2006,Whole Year,Coconut,1350.0,4869000.0,EastIndia
25826,Assam,SONITPUR,2007,Whole Year,Coconut,1328.0,11417000.0,EastIndia
25860,Assam,SONITPUR,2008,Whole Year,Coconut,1350.0,13732000.0,EastIndia
25894,Assam,SONITPUR,2009,Whole Year,Coconut,1386.0,17691000.0,EastIndia
25928,Assam,SONITPUR,2010,Whole Year,Coconut,1386.0,17691000.0,EastIndia
25971,Assam,SONITPUR,2011,Whole Year,Coconut,1928.0,25296.0,EastIndia
26009,Assam,SONITPUR,2012,Whole Year,Coconut,1891.0,15988.0,EastIndia
26048,Assam,SONITPUR,2013,Whole Year,Coconut,1882.0,13879.0,EastIndia
26106,Assam,TINSUKIA,1997,Whole Year,Coconut,69.0,109.0,EastIndia
26134,Assam,TINSUKIA,1998,Whole Year,Coconut,64.0,324000.0,EastIndia
26161,Assam,TINSUKIA,1999,Whole Year,Coconut,69.0,344000.0,EastIndia
26187,Assam,TINSUKIA,2000,Whole Year,Coconut,69.0,95000.0,EastIndia
26217,Assam,TINSUKIA,2001,Whole Year,Coconut,71.0,184000.0,EastIndia
26249,Assam,TINSUKIA,2002,Whole Year,Coconut,75.0,690000.0,EastIndia
26284,Assam,TINSUKIA,2003,Whole Year,Coconut,74.0,662000.0,EastIndia
26315,Assam,TINSUKIA,2004,Whole Year,Coconut,78.0,321000.0,EastIndia
26375,Assam,TINSUKIA,2006,Whole Year,Coconut,62.0,87000.0,EastIndia
26407,Assam,TINSUKIA,2007,Whole Year,Coconut,63.0,92000.0,EastIndia
26439,Assam,TINSUKIA,2008,Whole Year,Coconut,70.0,66000.0,EastIndia
26472,Assam,TINSUKIA,2009,Whole Year,Coconut,70.0,579000.0,EastIndia
26505,Assam,TINSUKIA,2010,Whole Year,Coconut,70.0,579000.0,EastIndia
26547,Assam,TINSUKIA,2011,Whole Year,Coconut,54.0,246.0,EastIndia
26583,Assam,TINSUKIA,2012,Whole Year,Coconut,72.0,309.0,EastIndia
26620,Assam,TINSUKIA,2013,Whole Year,Coconut,76.0,981.0,EastIndia
26715,Assam,UDALGURI,2006,Whole Year,Coconut,514.0,3059000.0,EastIndia
26747,Assam,UDALGURI,2007,Whole Year,Coconut,709.0,5103000.0,EastIndia
26781,Assam,UDALGURI,2008,Whole Year,Coconut,630.0,5043000.0,EastIndia
26813,Assam,UDALGURI,2009,Whole Year,Coconut,678.0,2926000.0,EastIndia
26847,Assam,UDALGURI,2010,Whole Year,Coconut,678.0,2926000.0,EastIndia
26890,Assam,UDALGURI,2011,Whole Year,Coconut,680.0,2062.0,EastIndia
26927,Assam,UDALGURI,2012,Whole Year,Coconut,670.0,2756.0,EastIndia
26963,Assam,UDALGURI,2013,Whole Year,Coconut,714.0,4957.0,EastIndia
56690,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Coconut,175.0,64750.0,West India
56712,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Coconut,175.0,700.0,West India
56730,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Coconut,180.0,801.0,West India
56748,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif,Coconut,180.0,450.0,West India
56765,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Coconut,180.0,450.0,West India
56782,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2003,Kharif,Coconut,180.0,450.0,West India
56799,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2004,Kharif,Coconut,185.0,462.0,West India
56818,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2005,Kharif,Coconut,190.0,475.0,West India
56836,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2006,Kharif,Coconut,195.0,48750.0,West India
56962,Goa,NORTH GOA,2004,Whole Year,Coconut,11083.0,54410000.0,West India
56969,Goa,NORTH GOA,2005,Whole Year,Coconut,11155.0,55230000.0,West India
56976,Goa,NORTH GOA,2006,Whole Year,Coconut,11227.0,55840000.0,West India
